Time_hr,Choke_pct,OilRate_bbl_hr,WHP_psi,FLP_psi,BHP_psi
2514,23.1,72.91,257.45,182.69,3091.38
2515,23.1,72.21,258.11,184.96,3097.53
2516,23.1,71.49,258.52,185.33,3100.69
2517,23.1,70.4,256.84,185.97,3099.11
2518,23.1,69.35,257.55,185.94,3097.45
2519,23.1,69.18,259.02,185.1,3101.65
2520,23.1,68.2,261.19,185.08,3102.34
2521,23.1,67.35,260.53,185.58,3102.36
2522,28.1,70.57,257.84,185.75,3096.31
2523,33.1,77.02,255.02,183.72,3087.34
2524,38.1,83.11,251.02,182.63,3070.79
2525,43.1,90.42,249.94,178.96,3055.61
2526,48.1,99.63,243.16,176.4,3039.22
2527,52.44,108.95,240.96,173.73,3022.81
2528,52.44,114.96,237.1,171.14,3006.97
2529,52.44,120.01,234.3,170.58,2998.27
2530,52.44,122.99,235.21,169.61,2993.94
2531,52.44,125.15,234.34,171.13,2986.81
2532,52.44,127.29,234.54,169.97,2987.95
2533,52.44,127.21,233.5,168.57,2986.32
2534,52.44,127.53,233.72,168.41,2983.39
2535,52.44,128.5,233.18,167.58,2987.9
2536,52.44,128.74,230.85,167.19,2982.93
2537,52.44,129.57,231.76,167.92,2981.24
2538,52.44,129.59,231.7,168.04,2982.46
2539,52.44,129.92,232.53,168.59,2983.42
2540,52.44,130.12,232.97,169.52,2980.99
2541,52.44,129.7,231.74,169.37,2976.92
2542,57.44,133.2,230.6,169.13,2970.13
2543,62.44,138.48,229.68,168.26,2959.06
2544,63.57,143.07,227.91,166.64,2950.72
2545,63.57,146.84,224.48,164.87,2946.31
2546,63.57,149.06,225.33,164.92,2941.75
2547,63.57,151.04,223.85,164.75,2942.75
2548,63.57,152.38,223.64,163.62,2936.78
2549,63.57,152.87,222.27,162.46,2933.27
2550,63.57,152.82,222.4,162.5,2932.0
2551,63.57,153.56,222.31,161.68,2932.76
2552,63.57,154.52,222.79,161.44,2929.78
2553,63.57,154.1,223.02,161.26,2927.42
2554,63.57,153.49,224.41,162.59,2927.33
2555,63.57,153.83,222.74,163.49,2929.53
2556,63.57,154.2,221.04,163.54,2930.56
2557,63.57,154.41,222.48,163.09,2930.1
2558,63.57,154.52,222.52,162.02,2929.14
2559,63.57,153.47,222.09,162.86,2930.66
2560,63.57,153.21,223.1,161.89,2931.56
2561,63.57,153.21,223.79,160.62,2930.3
2562,63.57,152.47,223.23,161.96,2930.11
2563,63.57,152.52,223.97,162.79,2930.8
2564,63.57,153.15,222.54,163.61,2935.77
2565,63.57,153.51,220.53,162.64,2936.17
2566,63.57,153.3,222.48,162.88,2933.81
2567,63.57,153.37,221.68,162.43,2932.47
2568,63.57,153.99,224.13,161.11,2928.79
2569,63.57,153.72,222.21,161.37,2931.56
2570,63.57,154.4,222.59,161.36,2928.04
2571,58.57,150.99,224.07,162.92,2934.42
2572,53.57,145.22,224.91,162.57,2944.38
2573,50.98,138.98,228.01,164.21,2955.76
2574,50.98,134.91,226.61,166.98,2962.8
2575,50.98,132.35,227.41,168.49,2970.01
2576,50.98,130.35,229.03,170.11,2974.63
2577,50.98,129.27,229.61,168.38,2977.69
2578,50.98,128.77,232.07,166.89,2977.9
2579,50.98,127.96,232.68,167.53,2980.05
2580,50.98,127.89,232.21,168.84,2982.67
2581,50.98,127.48,234.38,170.26,2985.5
2582,50.98,125.84,235.88,170.64,2989.63
2583,50.98,126.83,236.93,170.98,2991.21
2584,55.98,131.04,234.95,168.35,2982.7
2585,60.98,136.34,232.08,165.87,2967.79
2586,65.98,142.63,229.45,165.5,2956.16
2587,67.71,149.03,226.25,162.27,2943.08
2588,67.71,152.85,223.6,161.44,2935.73
2589,67.71,156.08,221.96,159.3,2928.73
2590,67.71,157.94,222.31,158.87,2925.82
2591,67.71,159.36,221.38,159.76,2921.43
2592,67.71,159.92,220.67,159.13,2920.7
2593,67.71,160.25,220.41,159.13,2919.61
2594,67.71,160.6,219.67,159.28,2918.81
2595,62.71,157.93,222.54,159.41,2924.02
2596,57.71,152.12,224.57,160.31,2933.54
2597,52.71,145.51,227.25,162.29,2945.87
2598,47.71,138.63,230.48,164.56,2961.49
2599,46.34,133.06,232.59,166.3,2973.29
2600,46.34,128.06,233.7,167.05,2980.67
2601,41.34,121.27,237.02,169.19,2993.97
2602,36.34,114.42,241.4,171.66,3008.73
2603,31.34,105.4,245.21,174.36,3025.85
2604,26.34,95.97,247.77,177.57,3042.28
2605,21.52,87.23,251.09,180.3,3059.8
2606,21.52,80.62,253.63,182.3,3077.69
2607,21.52,76.08,254.93,183.17,3088.46
2608,21.52,73.46,256.92,184.89,3096.02
2609,21.52,71.69,256.09,186.09,3102.07
2610,21.52,69.07,256.56,185.71,3102.87
2611,21.52,67.67,258.03,186.81,3107.06
2612,21.52,66.51,257.96,187.95,3109.12
2613,21.52,66.15,259.24,187.67,3110.31
2614,21.52,65.7,259.92,186.28,3108.73
2615,21.52,65.21,259.76,185.78,3107.93
2616,21.52,64.45,260.57,186.11,3105.02
2617,21.52,64.25,260.93,185.97,3105.0
2618,21.52,64.5,261.18,185.15,3107.49
2619,21.52,64.31,261.0,185.71,3107.07
2620,21.52,64.06,260.6,187.42,3105.11
2621,21.52,65.25,260.35,187.35,3104.29
2622,21.52,64.85,259.93,186.43,3105.47
2623,21.52,64.75,261.99,185.7,3106.92
2624,21.52,65.0,260.51,186.66,3106.93
2625,21.52,63.82,261.21,185.9,3105.64
2626,21.52,64.57,260.69,186.99,3109.25
2627,21.52,64.44,261.46,186.41,3113.82
2628,21.52,64.32,262.24,187.29,3113.19
2629,21.52,64.25,261.61,185.51,3112.57
2630,26.52,67.85,260.1,182.7,3102.85
2631,31.52,72.98,257.85,182.45,3091.94
2632,36.52,80.41,253.61,181.63,3079.29
2633,41.52,88.64,250.13,181.13,3064.17
2634,46.52,96.87,246.78,179.02,3045.13
2635,51.52,106.81,243.22,174.17,3027.27
2636,56.52,116.17,239.53,172.5,3008.26
2637,61.52,126.91,234.88,170.17,2989.88
2638,66.52,136.7,231.23,166.67,2968.25
2639,70.16,145.23,227.16,164.3,2951.74
2640,70.16,152.26,223.79,161.44,2938.68
2641,70.16,157.34,222.46,161.25,2928.25
2642,70.16,160.1,220.04,160.2,2921.22
2643,70.16,162.37,218.96,159.4,2914.9
2644,70.16,164.33,218.4,158.81,2910.54
2645,70.16,164.57,219.25,158.99,2905.73
2646,70.16,165.78,219.45,158.76,2908.8
2647,70.16,166.35,217.26,158.8,2908.25
2648,70.16,166.35,217.71,157.19,2909.36
2649,70.16,166.2,216.47,157.32,2909.02
2650,70.16,166.62,215.84,157.09,2905.65
2651,70.16,166.72,217.22,157.33,2907.27
2652,65.16,164.48,217.87,158.25,2917.33
2653,60.16,159.76,218.6,160.26,2926.33
2654,55.16,153.0,221.38,161.58,2937.58
2655,50.16,144.41,226.24,163.13,2951.86
2656,45.16,134.64,231.18,167.08,2968.75
2657,44.54,128.16,234.26,170.12,2982.82
2658,44.54,123.42,234.33,170.18,2992.01
2659,44.54,120.13,236.2,170.66,2996.17
2660,44.54,117.56,238.88,172.16,3004.66
2661,39.54,113.47,240.11,174.45,3013.38
2662,34.54,107.3,242.71,173.54,3029.06
2663,29.54,99.96,246.25,176.11,3043.45
2664,29.39,94.19,249.06,176.94,3053.76
2665,29.39,90.73,250.21,178.87,3058.62
2666,29.39,87.54,251.45,180.46,3060.26
2667,29.39,86.05,251.54,180.88,3062.48
2668,29.39,84.32,253.11,181.35,3065.94
2669,29.39,83.48,253.73,182.01,3068.98
2670,29.39,83.5,254.65,182.45,3071.37
2671,29.39,83.29,254.63,183.27,3074.73
2672,34.39,85.46,251.87,181.54,3070.94
2673,39.39,89.85,250.07,180.28,3062.36
2674,44.39,96.95,245.72,177.44,3045.36
2675,49.39,104.71,242.49,174.38,3032.47
2676,52.95,111.99,240.79,173.49,3017.8
2677,52.95,117.41,238.6,170.89,3007.56
2678,52.95,121.51,236.31,169.11,2993.62
2679,52.95,123.9,236.23,168.52,2988.47
2680,52.95,126.42,236.87,169.49,2983.26
2681,52.95,126.88,237.87,170.93,2981.94
2682,52.95,127.54,237.18,170.03,2980.41
2683,52.95,129.09,236.06,168.54,2978.92
2684,52.95,130.05,235.46,168.66,2980.39
2685,52.95,130.22,234.7,165.83,2978.65
2686,52.95,130.89,233.6,166.18,2976.25
2687,52.95,131.49,233.77,167.45,2973.2
2688,52.95,131.32,233.06,167.46,2973.29
2689,52.95,131.11,233.7,166.16,2978.13
2690,52.95,131.38,233.25,167.51,2975.07
2691,52.95,131.0,232.85,168.81,2975.73
2692,52.95,131.28,232.11,169.03,2979.65
2693,52.95,131.76,232.1,169.33,2980.19
2694,57.95,134.99,231.93,168.98,2972.85
2695,59.61,138.37,229.88,166.82,2965.35
2696,59.61,140.38,227.16,166.73,2955.1
2697,59.61,143.18,228.42,165.77,2953.48
2698,59.61,143.93,227.21,165.47,2952.03
2699,59.61,144.26,227.13,164.04,2951.39
2700,59.61,144.62,227.03,163.93,2953.14
2701,59.61,144.61,227.05,165.06,2951.93
2702,59.61,144.89,226.74,165.8,2950.72
2703,59.61,145.62,226.52,164.64,2951.75
2704,59.61,145.34,227.09,162.34,2951.13
2705,64.61,148.21,224.45,161.56,2943.23
2706,69.61,153.58,220.96,160.82,2935.28
2707,74.61,160.65,219.33,160.02,2923.16
2708,77.29,168.09,216.16,157.52,2910.39
2709,77.29,172.71,215.22,157.87,2899.91
2710,77.29,175.8,212.81,158.3,2891.88
2711,77.29,177.6,211.75,156.38,2885.47
2712,77.29,178.75,209.99,154.93,2886.34
2713,77.29,180.19,211.05,155.48,2886.72
2714,77.29,179.94,209.64,154.28,2882.37
2715,77.29,180.5,209.43,154.26,2880.34
2716,77.29,180.68,207.56,153.27,2877.75
2717,77.29,181.05,207.29,152.99,2874.78
2718,77.29,181.37,207.16,152.5,2872.34
2719,77.29,181.57,207.28,153.56,2874.06
2720,77.29,181.76,207.43,153.89,2875.84
2721,77.29,182.0,209.93,154.17,2877.53
2722,77.29,182.16,210.76,153.37,2875.96
2723,77.29,182.38,211.01,153.85,2877.99
2724,77.29,181.65,209.86,153.97,2875.75
2725,77.29,183.54,210.55,153.8,2874.61
2726,77.29,182.93,210.55,153.84,2873.93
2727,77.29,182.61,211.86,154.88,2874.86
2728,72.29,178.7,213.32,156.65,2884.06
2729,67.29,173.85,216.58,157.58,2895.31
2730,62.29,166.6,219.08,160.16,2907.05
2731,57.29,158.28,221.98,161.62,2924.04
2732,53.26,150.13,226.73,162.51,2942.23
2733,53.26,144.26,226.53,164.36,2951.94
2734,53.26,139.98,226.51,165.46,2961.2
2735,53.26,137.83,228.23,166.62,2965.68
2736,53.26,135.32,227.96,166.88,2968.54
2737,53.26,134.71,229.95,167.72,2970.31
2738,53.26,133.16,231.0,168.23,2967.33
2739,53.26,132.35,230.63,168.27,2968.42
2740,53.26,132.18,230.85,168.08,2969.35
2741,53.26,131.76,230.13,168.37,2972.58
2742,53.26,131.4,232.23,168.02,2976.76
2743,53.26,131.21,230.16,168.35,2977.12
2744,53.26,131.42,230.09,168.23,2975.85
2745,53.26,131.4,231.52,168.32,2977.21
2746,53.26,131.42,231.34,167.31,2976.19
2747,53.26,129.89,230.97,167.47,2977.35
2748,48.26,127.19,233.0,166.8,2983.23
2749,45.18,122.65,233.69,168.48,2993.89
2750,45.18,120.5,235.4,169.79,2997.37
2751,45.18,118.54,237.01,169.61,3002.43
2752,45.18,117.25,238.54,171.36,3001.43
2753,45.18,116.24,237.92,170.37,3002.01
2754,45.18,117.05,238.96,172.66,3006.15
2755,45.18,116.03,238.69,173.2,3008.26
2756,45.18,115.39,237.38,175.74,3008.57
2757,45.18,115.07,238.08,174.69,3009.33
2758,45.18,115.65,238.33,173.22,3009.28
2759,41.36,112.78,241.09,174.75,3014.6
2760,41.36,110.36,240.37,174.89,3018.78
2761,41.36,109.12,240.61,174.51,3020.99
2762,41.36,107.25,240.16,174.21,3025.0
2763,41.36,106.72,241.13,174.68,3027.98
2764,41.36,107.39,241.56,174.45,3026.15
2765,41.36,107.11,241.49,175.12,3027.03
2766,41.36,107.33,243.14,176.63,3027.06
2767,41.36,107.74,242.68,177.14,3028.95
2768,41.36,107.98,242.8,176.02,3025.37
2769,41.36,107.62,244.33,175.52,3027.22
2770,41.36,107.81,243.58,176.47,3021.12
2771,41.36,106.91,242.42,175.43,3023.35
2772,41.36,107.04,242.92,175.83,3022.33
2773,41.36,106.37,243.28,175.14,3020.38
2774,41.36,107.0,244.52,176.4,3022.53
2775,41.36,107.27,245.37,175.52,3025.88
2776,41.36,107.28,245.5,175.57,3028.6
2777,41.36,107.27,243.2,176.61,3026.01
2778,41.36,107.77,242.98,177.13,3028.37
2779,41.36,107.71,243.43,176.88,3023.72
2780,41.36,107.51,242.12,176.51,3022.2
2781,41.36,106.72,243.92,176.97,3023.42
2782,36.36,103.7,244.68,177.79,3029.23
2783,31.36,98.84,246.56,178.47,3040.99
2784,26.36,91.5,249.8,179.76,3056.42
2785,21.36,84.11,252.37,181.88,3073.51
2786,20.86,77.81,255.49,184.01,3087.33
2787,20.86,73.31,256.27,184.8,3092.91
2788,20.86,70.74,256.59,187.47,3101.34
2789,22.76,69.86,258.34,185.82,3107.31
2790,22.76,68.95,258.57,184.5,3107.41
2791,22.76,68.05,258.96,184.61,3104.35
2792,22.76,67.57,259.35,184.11,3102.87
2793,22.76,67.97,262.0,185.16,3101.5
2794,22.76,67.73,261.29,185.24,3104.18
2795,27.76,71.01,260.31,184.42,3100.6
2796,32.76,76.26,256.4,184.94,3085.49
2797,37.76,82.8,252.66,184.67,3075.88
2798,42.76,91.65,248.99,183.51,3059.97
2799,47.76,100.73,245.57,179.82,3041.3
2800,52.76,109.65,242.27,176.67,3022.37
2801,57.76,119.9,235.02,173.68,3004.32
2802,62.76,130.04,231.51,170.45,2985.92
2803,67.76,140.46,227.46,167.33,2968.12
2804,71.33,148.2,223.27,165.46,2950.0
2805,71.33,154.94,220.58,162.28,2933.94
2806,71.33,160.17,218.52,160.84,2922.38
2807,71.33,163.47,217.17,159.67,2912.43
2808,71.33,164.56,216.77,157.87,2913.04
2809,71.33,165.1,215.68,157.68,2908.52
2810,71.33,165.95,214.76,156.75,2905.52
2811,71.33,168.08,215.15,157.83,2905.0
2812,71.33,169.15,212.55,157.4,2906.24
2813,71.33,169.05,215.29,158.53,2903.56
2814,71.33,169.02,214.43,157.63,2900.15
2815,71.33,169.47,213.39,157.98,2901.49
2816,71.33,168.73,215.66,158.16,2902.67
2817,66.33,165.52,217.68,159.67,2908.1
2818,61.33,161.5,219.86,161.65,2918.98
2819,56.33,154.83,221.02,163.31,2930.85
2820,51.33,146.29,226.6,164.91,2944.91
2821,48.45,138.75,228.24,167.86,2959.0
2822,48.45,133.91,232.04,168.38,2971.32
2823,48.45,129.75,235.79,169.89,2978.49
2824,49.5,127.62,235.58,169.75,2986.48
2825,49.5,125.9,235.67,169.9,2987.94
2826,49.5,125.26,235.49,170.72,2990.41
2827,49.5,125.08,232.45,170.83,2987.61
2828,49.5,125.06,234.82,169.93,2988.44
2829,49.5,124.42,236.25,170.12,2993.0
2830,49.5,124.49,236.25,170.23,2994.37
2831,49.5,123.46,236.1,170.19,2995.14
2832,49.5,123.51,234.87,170.23,2992.07
2833,49.5,122.68,235.77,170.72,2993.01
2834,49.5,123.71,235.01,169.45,2992.6
2835,49.5,123.6,234.3,169.64,2991.23
2836,49.5,122.79,234.2,168.93,2991.96
2837,49.5,122.81,235.69,170.62,2993.37
2838,49.5,122.37,237.12,171.79,2993.03
2839,49.5,123.51,236.07,169.85,2991.23
2840,44.5,121.35,235.74,170.88,2997.86
2841,39.5,115.57,237.91,172.57,3007.61
2842,34.5,107.92,241.44,175.45,3023.6
2843,30.39,100.29,243.55,177.11,3041.36
2844,30.39,95.67,246.98,179.22,3051.5
2845,30.39,92.18,249.35,179.55,3054.93
2846,30.39,90.03,251.57,179.32,3061.8
2847,30.39,89.01,251.89,179.4,3065.21
2848,30.39,87.18,251.5,180.45,3064.15
2849,30.39,85.45,251.87,180.83,3067.3
2850,30.39,85.9,252.2,181.59,3066.86
2851,30.39,85.66,251.81,181.7,3068.29
2852,30.39,85.63,250.75,179.89,3069.08
2853,30.39,85.32,251.47,181.44,3070.94
2854,30.39,84.59,249.5,181.35,3073.42
2855,35.39,87.31,249.12,180.91,3064.77
2856,40.39,92.88,249.12,179.23,3052.19
2857,43.91,98.64,244.3,177.83,3042.11
2858,43.91,103.55,242.96,176.9,3032.43
2859,43.91,105.97,240.69,175.77,3026.76
2860,43.91,107.99,240.0,175.2,3022.74
2861,43.91,109.09,240.23,174.77,3022.11
2862,43.91,109.97,239.95,174.29,3018.72
2863,43.91,110.46,242.14,173.37,3017.22
2864,43.91,110.79,241.4,173.19,3017.29
2865,43.91,110.36,242.16,173.84,3014.29
2866,43.91,109.78,240.68,173.59,3019.84
2867,43.91,110.78,238.81,173.06,3018.45
2868,43.91,111.34,238.0,173.13,3016.15
2869,43.91,111.05,239.0,173.9,3017.66
2870,43.91,111.68,238.95,174.4,3017.66
2871,43.91,111.91,238.8,173.78,3017.18
2872,43.91,113.22,239.6,173.25,3015.03
2873,43.91,112.67,242.04,173.05,3017.01
2874,43.91,112.35,241.84,173.87,3015.44
2875,48.91,115.13,241.74,173.69,3010.76
2876,53.91,120.95,239.12,173.49,2999.69
2877,58.11,127.56,234.24,170.33,2984.17
2878,58.11,132.54,229.73,168.45,2969.72
2879,58.11,134.97,228.63,168.56,2966.38
2880,58.11,136.67,229.42,167.55,2963.33
2881,53.11,134.52,229.27,167.07,2967.51
2882,48.11,130.51,233.04,168.59,2971.23
2883,43.11,124.65,234.04,169.48,2983.92
2884,42.48,119.68,234.98,171.16,2992.4
2885,42.48,116.71,239.26,171.1,3000.59
2886,42.48,113.2,239.71,172.64,3008.34
2887,42.48,112.04,241.22,175.24,3015.74
2888,42.48,110.93,239.93,174.7,3015.6
2889,42.48,110.63,239.3,174.58,3019.08
2890,42.48,110.15,239.1,175.5,3016.08
2891,42.48,109.7,239.86,175.22,3018.09
2892,42.48,109.86,240.4,174.71,3018.33
2893,42.48,109.36,241.6,174.14,3021.0
2894,42.48,109.32,241.13,174.74,3019.73
2895,42.48,109.6,241.53,174.2,3021.35
2896,42.48,109.76,242.76,175.07,3022.4
2897,42.48,109.03,244.91,173.78,3024.06
2898,42.48,109.29,242.8,173.9,3023.16
2899,42.48,109.92,241.78,173.87,3018.02
2900,42.48,110.57,240.7,174.33,3018.89
2901,47.48,113.26,240.48,174.82,3013.91
2902,50.19,117.23,239.12,174.15,3005.57
2903,50.19,120.22,238.94,173.74,2999.34
2904,50.19,121.69,237.95,171.49,2999.49
2905,50.19,122.79,237.3,170.55,2993.75
2906,50.19,123.27,236.78,170.89,2992.71
2907,50.19,124.08,235.86,170.98,2994.63
2908,50.19,124.83,236.36,170.89,2990.0
2909,50.19,124.48,236.35,170.58,2990.64
2910,50.19,125.59,236.62,171.38,2990.4
2911,50.19,125.13,236.03,170.29,2993.16
2912,50.19,125.6,236.19,171.16,2987.93
2913,50.19,125.83,234.47,170.77,2987.69
2914,50.19,126.03,234.81,171.58,2986.94
2915,50.19,126.2,234.98,169.76,2985.79
2916,50.19,125.88,236.04,170.17,2984.48
2917,50.19,125.67,237.7,170.18,2985.24
2918,50.19,125.83,237.6,169.72,2987.44
2919,50.19,125.54,237.49,169.91,2988.93
2920,50.19,125.11,235.87,170.66,2988.86
2921,50.19,125.34,235.25,171.15,2987.75
2922,50.19,125.29,235.91,171.71,2987.14
2923,50.19,126.3,235.9,170.33,2988.5
2924,50.19,125.84,236.01,170.16,2988.86
2925,50.19,125.25,236.65,169.15,2986.75
2926,50.19,125.48,237.71,169.09,2988.89
2927,55.19,129.14,236.31,168.18,2980.5
2928,59.52,132.79,233.08,167.96,2969.11
2929,59.52,136.8,230.14,166.94,2964.79
2930,59.52,138.93,229.2,165.81,2961.77
2931,59.52,140.87,228.42,166.6,2959.56
2932,59.52,141.76,227.74,165.85,2956.86
2933,59.52,143.99,227.72,163.75,2953.72
2934,59.52,143.33,227.0,162.32,2950.86
2935,59.52,143.07,227.21,162.91,2951.21
2936,54.52,140.44,226.93,164.63,2961.0
2937,49.52,135.71,229.06,165.19,2968.48
2938,44.52,129.27,233.39,167.83,2983.44
2939,39.52,121.74,237.21,169.84,2998.96
2940,34.52,112.55,240.74,172.94,3019.13
2941,29.52,102.73,245.03,176.93,3037.71
2942,24.52,93.77,249.49,180.47,3053.33
2943,24.23,86.22,252.09,180.24,3069.26
2944,24.23,82.23,253.49,181.51,3077.8
2945,24.23,78.85,255.03,183.14,3083.58
2946,24.23,76.94,256.42,183.35,3090.64
2947,24.23,74.44,256.86,184.76,3091.47
2948,24.23,73.53,257.8,184.28,3093.35
2949,24.23,72.66,257.37,186.47,3093.28
2950,24.23,72.63,257.22,185.3,3094.97
2951,24.23,72.44,258.43,186.6,3101.83
2952,24.23,72.1,257.7,186.62,3100.22
2953,24.23,72.2,256.55,188.17,3101.33
2954,24.23,70.96,256.33,188.01,3102.75
2955,24.23,70.31,257.6,185.68,3101.21
2956,24.23,71.04,257.23,184.41,3100.6
2957,21.59,69.03,258.86,184.49,3101.67
2958,21.59,66.91,259.54,185.13,3101.59
2959,21.59,66.54,260.88,185.53,3104.45
2960,21.59,66.31,259.58,187.63,3104.97
2961,21.59,66.35,260.65,187.34,3107.49
2962,21.59,66.17,259.2,186.99,3106.81
2963,21.59,65.69,258.31,187.91,3110.77
2964,21.59,66.07,260.26,187.37,3109.06
2965,21.59,65.46,261.0,187.46,3108.98
2966,21.59,66.08,261.27,186.66,3107.72
2967,21.59,66.2,262.1,187.22,3112.0
2968,21.59,66.76,262.08,186.5,3108.57
2969,21.59,66.14,262.38,188.12,3109.63
2970,21.59,66.48,261.59,188.3,3111.18
2971,21.59,65.15,260.87,188.68,3111.17
2972,21.59,64.61,258.35,187.9,3110.47
2973,21.59,64.39,259.16,188.05,3111.47
2974,21.59,63.49,258.27,187.5,3111.97
2975,21.59,64.29,259.43,187.06,3110.52
2976,26.59,67.39,259.19,185.42,3105.56
2977,31.59,73.18,256.86,183.58,3091.38
2978,36.59,79.96,253.59,180.03,3077.46
2979,41.59,88.63,250.85,178.13,3061.91
2980,46.59,97.12,247.17,177.54,3046.57
2981,51.59,106.74,242.59,175.59,3024.22
2982,56.59,116.25,239.12,173.32,3006.99
2983,61.59,126.32,234.56,170.67,2985.38
2984,66.59,135.96,230.27,167.62,2962.21
2985,71.59,146.5,226.63,164.39,2948.09
2986,76.41,156.35,221.65,161.0,2927.23
2987,76.41,163.42,217.12,158.51,2912.59
2988,76.41,169.15,217.55,158.27,2900.98
2989,76.41,172.2,215.5,158.46,2894.07
2990,76.41,174.01,213.71,157.77,2890.95
2991,76.41,175.85,213.65,154.87,2887.59
2992,76.41,177.67,212.09,153.98,2881.3
2993,76.41,179.3,211.11,154.23,2881.84
2994,76.41,180.41,210.99,153.77,2881.35
2995,71.41,177.92,212.24,154.02,2883.88
2996,66.41,171.77,215.5,155.61,2893.82
2997,61.41,164.57,218.36,157.68,2907.75
2998,56.41,157.42,223.16,158.93,2925.0
2999,51.41,148.19,226.08,162.25,2942.29
3000,46.41,139.09,230.4,165.45,2959.83
3001,43.29,130.32,232.15,167.34,2981.26
3002,43.29,124.1,233.62,169.6,2992.11
3003,43.29,120.05,237.26,171.37,2998.87
3004,43.29,117.09,237.89,172.87,3004.05
3005,43.29,114.34,238.79,171.98,3012.66
3006,43.29,112.83,239.3,172.8,3013.74
3007,43.29,112.11,240.24,174.39,3016.61
3008,43.29,112.49,239.44,174.54,3017.39
3009,43.29,112.19,241.29,174.21,3016.82
3010,43.29,112.07,239.44,173.96,3016.96
3011,43.29,111.26,240.98,173.13,3017.05
3012,43.29,111.3,242.35,173.39,3019.26
3013,43.29,111.54,242.08,172.71,3016.07
3014,43.29,111.4,241.22,173.84,3018.19
3015,43.29,111.16,240.01,174.3,3016.15
3016,47.5,113.36,238.2,173.35,3013.8
3017,47.5,115.27,237.48,171.58,3010.92
3018,47.5,116.22,237.53,171.27,3009.48
3019,47.5,117.2,237.39,171.73,3011.01
3020,47.5,118.4,237.26,171.66,3006.81
3021,47.5,118.33,236.7,171.0,3006.23
3022,47.5,118.22,238.2,171.75,3004.56
3023,47.5,118.67,237.36,171.89,3005.52
3024,47.5,118.64,235.8,172.34,3004.67
3025,47.5,118.41,235.5,171.4,3001.98
3026,47.5,118.65,235.76,170.91,3000.02
3027,47.5,118.86,236.38,170.84,3002.49
3028,47.5,119.38,235.05,171.45,3003.11
3029,47.5,119.27,234.22,171.48,3002.32
3030,47.5,118.85,233.68,171.41,3001.31
3031,47.5,118.91,234.67,170.56,3000.21
3032,47.5,119.42,235.09,169.5,2999.35
3033,47.5,118.98,236.01,170.36,2996.39
3034,52.5,122.74,233.92,171.05,2991.23
3035,57.5,127.52,231.08,169.66,2980.63
3036,62.5,134.59,230.49,166.96,2967.82
3037,67.5,143.44,227.39,163.43,2953.44
3038,72.5,151.5,225.01,160.7,2942.0
3039,76.49,160.97,220.06,158.74,2924.54
3040,76.49,167.26,217.83,158.35,2910.55
3041,76.49,171.09,215.48,157.76,2901.74
3042,76.49,174.09,214.98,155.03,2895.47
3043,76.49,176.16,215.5,153.53,2893.57
3044,76.49,177.54,214.69,155.04,2890.24
3045,76.49,178.66,213.87,154.37,2886.74
3046,76.49,178.89,213.02,152.43,2885.2
3047,76.49,179.35,212.12,153.11,2880.4
3048,77.67,181.44,211.41,153.08,2876.48
3049,77.67,181.96,212.4,154.0,2877.38
3050,77.67,182.58,211.35,152.66,2875.9
3051,77.67,182.62,212.02,153.13,2878.49
3052,77.67,183.36,210.99,151.77,2879.85
3053,77.67,183.97,209.36,153.47,2878.79
3054,77.67,183.79,211.19,154.52,2878.59
3055,77.67,183.82,211.48,153.86,2877.04
3056,77.67,183.16,210.73,153.43,2874.79
3057,77.67,183.21,210.22,153.82,2871.24
3058,77.67,183.12,210.31,153.45,2871.66
3059,77.67,182.33,210.6,153.95,2873.28
3060,77.67,183.08,210.65,154.17,2873.74
3061,77.67,183.43,208.91,153.22,2876.93
3062,77.67,182.11,209.12,154.21,2875.8
3063,77.67,182.21,209.55,153.68,2875.25
3064,77.67,182.13,210.82,154.74,2874.54
3065,77.67,181.73,210.08,154.19,2875.33
3066,77.67,181.64,209.31,154.36,2876.74
3067,77.67,181.77,208.22,156.7,2877.42
3068,77.67,182.04,209.65,155.61,2878.06
3069,77.67,182.44,209.87,154.85,2873.88
3070,77.67,183.61,209.0,153.33,2873.43
3071,77.67,182.98,209.28,153.9,2875.52
3072,77.67,183.43,209.22,153.79,2875.82
3073,77.67,182.45,210.05,152.51,2879.29
3074,77.67,182.45,209.88,152.16,2876.37
3075,72.67,180.63,212.23,152.19,2884.9
3076,67.67,175.67,214.01,154.6,2894.14
3077,62.67,169.44,216.09,157.05,2906.07
3078,57.67,160.22,221.88,158.61,2922.03
3079,52.67,150.47,224.7,161.88,2937.4
3080,47.67,141.66,228.15,165.67,2958.84
3081,42.67,131.75,232.26,168.43,2978.66
3082,37.67,121.96,236.6,170.93,2997.83
3083,32.67,112.61,241.45,174.33,3018.76
3084,27.67,102.18,245.86,176.18,3040.8
3085,26.05,92.54,248.98,179.55,3053.02
3086,25.67,87.15,250.68,180.77,3066.66
3087,25.67,83.27,250.51,181.14,3076.27
3088,25.67,80.69,254.17,183.52,3080.37
3089,25.67,79.9,255.02,183.08,3082.65
3090,25.67,76.97,257.19,184.81,3083.48
3091,25.67,75.94,257.2,183.98,3082.59
3092,25.67,75.22,256.79,183.85,3085.92
3093,25.67,75.54,256.52,184.21,3089.26
3094,25.67,75.32,256.02,184.41,3091.23
